School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,count,first_opt,second_opt,third_opt,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK,_opt_code,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs,Busbreakdown_ID:1
2016-2017,1243628,Special Ed AM Run,1445,M862,Problem Run,3076,4,3076,,,2/2/17 13:35,2/2/17 13:40,Manhattan,FIRST STEPS TRANSP INC. (,60,0,Yes,Yes,Yes,2/2/17 13:40,,2/2/17 13:40,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1243628
2016-2017,1243503,Special Ed AM Run,2711,M741,Heavy Traffic,3076,4,3076,,,2/3/17 6:49,2/3/17 6:53,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",35,0,Yes,Yes,No,2/3/17 6:53,,2/3/17 6:53,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1243503
2016-2017,1243496,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,2/3/17 6:54,2/3/17 6:56,Bronx,LITTLE LISA BUS CO. INC.,,0,Yes,Yes,No,2/3/17 6:56,,2/3/17 8:59,Breakdown,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1243496
2016-2017,1243486,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/3/17 6:45,2/3/17 7:03,Manhattan,SNT BUS INC,30,0,Yes,Yes,No,2/3/17 7:03,,2/3/17 7:03,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1243486
2016-2017,1243173,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,2/6/17 6:37,2/6/17 6:39,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",25,0,Yes,Yes,No,2/6/17 6:39,,2/6/17 6:39,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1243173
2016-2017,1243159,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/6/17 6:30,2/6/17 6:43,,ACME BUS CORP. (B2321),25,0,Yes,Yes,Yes,2/6/17 6:43,,2/6/17 6:43,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1243159
2016-2017,1243157,Special Ed AM Run,19218,M011,Heavy Traffic,3864,4,3864,,,2/6/17 6:15,2/6/17 6:43,Bronx,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,2/6/17 6:43,,2/6/17 6:43,Breakdown,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1243157
2016-2017,1242809,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,2/6/17 14:45,2/6/17 14:54,Queens,LOGAN BUS COMPANY INC.,,1,Yes,Yes,No,2/6/17 14:54,,2/6/17 14:54,Breakdown,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1242809
2016-2017,1242803,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/6/17 14:48,2/6/17 15:00,Bronx,"BORO TRANSIT, INC.",30,0,Yes,Yes,Yes,2/6/17 15:00,,2/6/17 15:01,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1242803
2016-2017,1242552,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,2/7/17 6:50,2/7/17 7:34,Nassau County,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,2/7/17 7:34,,2/7/17 7:47,Breakdown,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1242552
2016-2017,1242545,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,2/7/17 7:39,2/7/17 7:36,Bronx,"DON THOMAS BUSES, INC.",10,11,Yes,Yes,No,2/7/17 7:36,,2/7/17 7:36,Running Late,Pre-K,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1242545
2016-2017,1242504,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/7/17 7:41,2/7/17 7:45,Bronx,"G.V.C., LTD.",30,7,Yes,Yes,No,2/7/17 7:45,,2/7/17 7:47,Running Late,Pre-K,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1242504
2016-2017,1242229,Special Ed AM Run,1445,M862,Heavy Traffic,3076,4,3076,,,2/8/17 6:05,2/8/17 6:10,Staten Island,PIONEER TRANSPORTATION CO,20,0,Yes,No,No,2/8/17 6:10,,2/8/17 6:10,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1242229
2016-2017,1242102,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,2/8/17 7:23,2/8/17 7:24,Brooklyn,B & F SKILLED INC.(B2192),25,3,Yes,Yes,Yes,2/8/17 7:24,90257184,2/8/17 9:05,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1242102
2016-2017,1242085,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/8/17 7:27,2/8/17 7:31,Brooklyn,B & F SKILLED INC.(B2192),20,4,Yes,Yes,Yes,2/8/17 7:31,90257182,2/8/17 9:04,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1242085
2016-2017,1242074,Special Ed AM Run,1428,M706,Flat Tire,3279,4,3279,,,2/8/17 7:38,2/8/17 7:39,Manhattan,PHILLIP BUS CORP (B2192),30,2,Yes,No,No,2/8/17 7:39,,2/8/17 7:39,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1242074
2016-2017,1241951,Special Ed AM Run,1445,M862,Problem Run,3076,4,3076,,,2/8/17 9:00,2/8/17 9:29,Manhattan,SNT BUS INC,,0,Yes,No,Yes,2/8/17 9:29,,2/8/17 9:29,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1241951
2016-2017,1241936,Special Ed AM Run,1396,M741,Other,3076,4,3076,,,2/8/17 14:03,2/8/17 14:04,Bronx,PIONEER TRANSPORTATION CO,15,0,Yes,No,No,2/8/17 14:04,,2/8/17 14:04,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1241936
2016-2017,1241846,Special Ed AM Run,1452,M383,Heavy Traffic,5621,4,5621,,,2/10/17 5:47,2/10/17 5:52,Bronx,PIONEER TRANSPORTATION CO,30,0,Yes,No,No,2/10/17 5:52,,2/10/17 5:52,Running Late,School-Age,5621,5621,Democracy Prep Harlem Charter School,Charter,School,207 WEST 133TH STREET,Manhattan,NY,10030,-73.945199,40.814338,Yes,Yes,Yes,No,No,No,No,1241846
2016-2017,1241825,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,2/10/17 6:02,2/10/17 6:03,Manhattan,"RELIANT TRANS, INC. (B232",20,0,Yes,Yes,Yes,2/10/17 6:03,,2/10/17 8:54,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1241825
2016-2017,1241823,General Ed AM Run,24501,M1013,Other,3422,4,3422,,,2/10/17 6:03,2/10/17 6:06,Bronx,PIONEER TRANSPORTATION CO,30,0,Yes,No,No,2/10/17 6:06,,2/10/17 6:06,Running Late,School-Age,3422,3422,Sisulu-Walker Charter,Charter,School,125 WEST 115 STREET,Manhattan,NY,10026,-73.950944,40.801754,No,Yes,Yes,No,No,No,No,1241823
2016-2017,1241808,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/10/17 6:10,2/10/17 6:15,Brooklyn,"BORO TRANSIT, INC.",30,0,Yes,Yes,No,2/10/17 6:15,,2/10/17 6:15,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1241808
2016-2017,1241590,Special Ed AM Run,1488,M987,Heavy Traffic,5175,4,5175,,,2/10/17 6:20,2/10/17 7:02,,LOGAN BUS COMPANY INC.,,0,Yes,No,No,2/10/17 7:02,,2/10/17 7:02,Breakdown,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1241590
2016-2017,1241559,Special Ed AM Run,1327,M739,Accident,3076,4,3076,,,2/10/17 7:05,2/10/17 7:08,Bronx,PIONEER TRANSPORTATION CO,30,0,Yes,No,No,2/10/17 7:08,,2/10/17 7:08,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1241559
2016-2017,1241391,Special Ed PM Run,21280,M732,Accident,3149,4,3149,,,2/10/17 7:37,2/10/17 7:38,Brooklyn,B & F SKILLED INC.(B2192),40,0,Yes,Yes,Yes,2/10/17 7:38,90258822,2/10/17 10:24,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1241391
2016-2017,1241101,Special Ed AM Run,1488,M987,Heavy Traffic,5175,4,5175,,,2/10/17 8:32,2/10/17 8:33,Manhattan,FIRST STEPS TRANSP INC. (,30,2,No,No,No,2/10/17 8:33,,2/10/17 8:33,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1241101
2016-2017,1240670,Special Ed AM Run,10460,M011,Heavy Traffic,3864,4,3864,,,2/13/17 7:39,2/13/17 7:42,Bronx,"G.V.C., LTD.",30,5,No,No,No,2/13/17 7:42,,2/13/17 7:42,Running Late,Pre-K,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1240670
2016-2017,1240387,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,2/14/17 6:33,2/14/17 6:35,Bronx,VAN TRANS LLC (B2192),15,1,Yes,Yes,Yes,2/14/17 6:35,,2/14/17 6:35,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1240387
2016-2017,1239317,General Ed AM Run,25593,M1205,Won`t Start,3329,4,3329,,,2/16/17 15:19,2/16/17 15:18,Brooklyn,HAPPY CHILD TRANS LLC (B2,20,0,Yes,Yes,No,2/16/17 15:18,,2/16/17 15:18,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1239317
2016-2017,1238987,Special Ed AM Run,1445,M862,Heavy Traffic,3076,4,3076,,,2/17/17 14:04,2/17/17 14:07,Bronx,LITTLE RICHIE BUS SERVICE,,0,No,Yes,No,2/17/17 14:07,,2/17/17 14:10,Breakdown,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1238987
2016-2017,1238500,Special Ed AM Run,1445,M862,Other,3076,4,3076,,,2/27/17 7:39,2/27/17 7:44,Bronx,"G.V.C., LTD.",30,0,Yes,Yes,No,2/27/17 7:44,,2/27/17 7:44,Running Late,Pre-K,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1238500
2016-2017,1238294,Special Ed PM Run,1488,M987,Heavy Traffic,5175,4,5175,,,2/27/17 15:13,2/27/17 15:16,Brooklyn,ALL AMERICAN SCHOOL BUS C,,0,Yes,No,No,2/27/17 15:16,,2/27/17 15:18,Breakdown,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1238294
2016-2017,1238193,Special Ed AM Run,1445,M862,Heavy Traffic,3076,4,3076,,,2/28/17 6:32,2/28/17 6:44,Brooklyn,Y & M TRANSIT CORP (B2192,30,0,Yes,Yes,No,2/28/17 6:44,,2/28/17 6:44,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1238193
2016-2017,1237942,Special Ed AM Run,30 MINS,M862,Heavy Traffic,3076,4,3076,,,2/28/17 14:21,2/28/17 14:31,Bronx,PIONEER TRANSPORTATION CO,15,0,Yes,No,No,2/28/17 14:31,,2/28/17 14:31,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1237942
2016-2017,1237633,Special Ed AM Run,1431,M741,Heavy Traffic,3076,4,3076,,,3/1/17 13:53,3/1/17 13:59,Queens,LORINDA ENT. LTD.,45,0,Yes,Yes,No,3/1/17 13:59,,3/1/17 13:59,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1237633
2016-2017,1237557,General Ed AM Run,25601,M1221,Heavy Traffic,3864,4,3864,,,3/1/17 15:54,3/1/17 15:56,Brooklyn,"MV TRANSPORTATION, INC.",,0,Yes,Yes,Yes,3/1/17 15:56,,3/1/17 15:56,Breakdown,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1237557
2016-2017,1237237,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,3/2/17 14:56,3/2/17 15:27,Brooklyn,"RELIANT TRANS, INC. (B232",,2,Yes,Yes,Yes,3/2/17 15:27,,3/2/17 15:27,Breakdown,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1237237
2016-2017,1236358,Special Ed AM Run,2802,M267,Heavy Traffic,3208,4,3208,,,3/7/17 6:30,3/7/17 6:32,Queens,EMPIRE CHARTER SERVICE IN,15,1,Yes,Yes,No,3/7/17 6:32,,3/7/17 6:32,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1236358
2016-2017,1235908,Special Ed AM Run,16375,M011,Heavy Traffic,3864,4,3864,,,3/8/17 7:15,3/8/17 7:33,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,3/8/17 7:33,,3/8/17 7:33,Breakdown,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1235908
2016-2017,1235815,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/8/17 7:59,3/8/17 8:00,Queens,"RELIANT TRANS, INC. (B232",15,4,Yes,Yes,Yes,3/8/17 8:00,,3/8/17 8:00,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1235815
2016-2017,1235639,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,3/9/17 5:53,3/9/17 5:53,Manhattan,QUALITY TRANSPORTATION CO,,0,No,No,No,3/9/17 5:53,,3/9/17 5:53,Breakdown,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1235639
2016-2017,1235461,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/9/17 7:45,3/9/17 7:47,Brooklyn,EMPIRE CHARTER SERVICE IN,15,11,Yes,Yes,No,3/9/17 7:47,,3/9/17 7:47,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1235461
2016-2017,1235219,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,3/10/17 7:34,3/10/17 7:36,Brooklyn,ALLIED TRANSIT CORP.,,20,Yes,No,No,3/10/17 7:36,,3/10/17 7:36,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1235219
2016-2017,1235110,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/10/17 14:04,3/10/17 14:10,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",25,3,Yes,Yes,No,3/10/17 14:10,,3/10/17 14:10,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1235110
2016-2017,1235068,Special Ed AM Run,1428,M706,Heavy Traffic,3279,4,3279,,,3/10/17 14:40,3/10/17 14:53,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",25,5,Yes,Yes,No,3/10/17 14:53,,3/10/17 14:53,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1235068
2016-2017,1234861,Special Ed AM Run,2569,M267,Heavy Traffic,3208,4,3208,,,3/13/17 7:35,3/13/17 7:36,Queens,HAPPY CHILD TRANS LLC (B2,30,3,Yes,Yes,No,3/13/17 7:36,,3/13/17 7:36,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1234861
2016-2017,1234747,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/13/17 7:45,3/13/17 8:01,,ACME BUS CORP. (B2321),20,4,Yes,Yes,Yes,3/13/17 8:01,,3/13/17 8:01,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1234747
2016-2017,1234610,Special Ed PM Run,10460,M011,Mechanical Problem,3864,4,3864,,,3/13/17 15:15,3/13/17 15:30,Queens,LOGAN BUS COMPANY INC.,,2,Yes,Yes,No,3/13/17 15:30,,3/13/17 15:30,Breakdown,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1234610
2016-2017,1234457,Special Ed AM Run,16380,M011,Other,3864,4,3864,,,3/15/17 6:39,3/15/17 6:40,Manhattan,LEESEL TRANSP CORP (B2192,60,0,Yes,Yes,No,3/15/17 6:40,,3/15/17 6:40,Running Late,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1234457
2016-2017,1234433,Special Ed AM Run,16375,M014,Heavy Traffic,3208,4,3208,,,3/15/17 6:43,3/15/17 6:44,Brooklyn,B & F SKILLED INC.(B2192),40,0,Yes,Yes,No,3/15/17 6:44,,3/15/17 8:21,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1234433
2016-2017,1234333,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/15/17 6:30,3/15/17 7:02,Queens,JOFAZ TRANSPORTATION INC.,35,0,Yes,No,No,3/15/17 7:02,,3/15/17 7:02,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1234333
2016-2017,1234252,Special Ed PM Run,1488,M987,Heavy Traffic,5175,4,5175,,,3/15/17 7:11,3/15/17 7:14,Nassau County,"THOMAS BUSES, INC. (B2321",60,0,Yes,Yes,Yes,3/15/17 7:14,,3/15/17 7:14,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1234252
2016-2017,1234208,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,3/15/17 7:18,3/15/17 7:21,Bronx,PIONEER TRANSPORTATION CO,40,0,Yes,No,No,3/15/17 7:21,,3/15/17 7:21,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1234208
2016-2017,1234024,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/15/17 7:47,3/15/17 7:49,Staten Island,PIONEER TRANSPORTATION CO,,0,No,No,No,3/15/17 7:49,,3/15/17 7:49,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1234024
2016-2017,1233737,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,3/15/17 8:00,3/15/17 9:18,Bronx,"G.V.C., LTD.",45,0,Yes,Yes,No,3/15/17 9:18,,3/15/17 9:18,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1233737
2016-2017,1233702,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/15/17 14:00,3/15/17 14:04,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,5,Yes,Yes,No,3/15/17 14:04,,3/15/17 14:04,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1233702
2016-2017,1233482,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,3/16/17 7:12,3/16/17 7:13,Bronx,"DON THOMAS BUSES, INC.",10,3,Yes,Yes,No,3/16/17 7:13,,3/16/17 7:13,Running Late,Pre-K,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1233482
2016-2017,1233341,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/16/17 6:15,3/16/17 7:40,Queens,JOFAZ TRANSPORTATION INC.,40,0,Yes,No,No,3/16/17 7:40,,3/16/17 7:40,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1233341
2016-2017,1232886,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/17/17 5:40,3/17/17 5:53,Brooklyn,JOFAZ TRANSPORTATION INC.,30,0,Yes,No,No,3/17/17 5:53,,3/17/17 5:53,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1232886
2016-2017,1232856,Special Ed AM Run,1400,M442,Flat Tire,3076,4,3076,,,3/17/17 6:29,3/17/17 6:31,,LOGAN BUS COMPANY INC.,15,0,Yes,Yes,No,3/17/17 6:31,,3/17/17 6:31,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1232856
2016-2017,1232790,Special Ed AM Run,1396,M741,Heavy Traffic,3076,4,3076,,,3/17/17 7:02,3/17/17 7:06,Queens,BOBBY`S BUS CO. INC.,,0,Yes,No,No,3/17/17 7:06,,3/17/17 7:06,Breakdown,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1232790
2016-2017,1232572,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,3/17/17 7:54,3/17/17 7:55,Bronx,"G.V.C., LTD.",30,5,Yes,Yes,No,3/17/17 7:55,,3/17/17 7:55,Running Late,Pre-K,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1232572
2016-2017,1232451,General Ed AM Run,24521,M1157,Won`t Start,3329,4,3329,,,3/17/17 7:50,3/17/17 10:24,Bronx,LITTLE LISA BUS CO. INC.,,0,Yes,No,No,3/17/17 10:24,,3/17/17 10:24,Breakdown,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1232451
2016-2017,1232424,Special Ed AM Run,1454,M762,Heavy Traffic,3420,4,3420,,,3/17/17 13:54,3/17/17 13:58,Bronx,PIONEER TRANSPORTATION CO,30,20,Yes,No,No,3/17/17 13:58,,3/17/17 13:58,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1232424
